fill_in_blank_quiz,korean_translation,answer,hint_eng,hint_kor
I would ___ go out than stay in.,나는 집에 있기보다는 외출하는 것을 ______ 좋아해요.,rather,It has 6 letters!,6글자예요!
The movie was ___ boring.,그 영화는 [[다소]] 지루했어요.,rather,Rearrange these letters!: H T R A R E,다음 글자들을 재배열 해보세요!: H T R A R E
I would ___ prefer staying at home on rainy days.,나는 비 오는 날에 집에 있는 것을 ___ 선호해요.,rather,It has 6 letters!,6글자예요!
Good storytellers know how to ____ seemingly unrelated ideas.,훌륭한 이야기꾼은 겉보기에 서로 [[관련]] 없는 아이디어들을 연결해요.,relate,Rearrange these letters!: E L T A R E,다음 글자들을 재배열 해보세요!: E L T A R E
Sometimes it's easier to understand when you ___ with someone's experience.,가끔은 누군가의 경험과 [[관련 시키]]면 이해하기가 더 쉬워요.,relate,Rearrange these letters!: E T L A R E,다음 글자들을 재배열 해보세요!: E T L A R E
I have to pay ___ for my apartment every month.,매월 아파트에 대한 [[집세]]를 지불해야 해요.,rent,Rearrange these letters!: T R E N,다음 글자들을 재배열 해보세요!: T R E N
"If you don't use a seatbelt, you ___ serious injury.","안전을 위해 벨트를 매지 않으면, 당신은 심각한 [[위험]]에 처할 수 있어요.",risk,Rearrange these letters!: S I R K,다음 글자들을 재배열 해보세요!: S I R K
Investing in stocks involves a significant ___ that can pay off.,주식에 투자하는 것은 큰 [[위험]]을 감수하는 거예요.,risk,Rearrange these letters!: K I R S,다음 글자들을 재배열 해보세요!: K I R S
The ___ soared past the stars during the launch.,우주로 발사될 [[로켓]]이 준비되었어요.,rocket,Rearrange these letters!: O K T E R C,다음 글자들을 재배열 해보세요!: O K T E R C
The house's ___ provides shelter from the rain.,집의 [[지붕]]은 비를 막아줘요.,roof,Rearrange these letters!: O F O R,다음 글자들을 재배열 해보세요!: O F O R
"Every weekend, Tom likes to ___ his boat along the calm river.","매 주말, Tom은 잔잔한 강에서 배를 ___어요.",row,Rearrange these letters!: O R W,다음 글자들을 재배열 해보세요!: O R W
The gardener planted a ___ of flowers along the fence.,정원사는 울타리 옆에 꽃들을 [[행]]으로 심었어요.,row,It has 3 letters!,3글자예요!
"When your hands are sticky, always ___ them clean.",손이 끈적거릴 때는 항상 [[문지르]]어야 해요.,rub,It has 3 letters!,3글자예요!
The old castle will ___ if it's not properly maintained.,유서 깊은 성은 제대로 관리되지 않으면 [[손상시키]] 될 거예요.,ruin,Rearrange these letters!: I N R U,다음 글자들을 재배열 해보세요!: I N R U
The unexpected storm may ___ the outdoor event.,예상치 못한 폭풍이 야외 행사를 [[망치]] 수 있어요.,ruin,Rearrange these letters!: U I N R,다음 글자들을 재배열 해보세요!: U I N R
"After the long war, the city lay in complete ___.","긴 전쟁 후, 도시는 완전히 [[붕괴]]되었어요.",ruin,It starts with 'r'!,r로 시작하는 단어예요!
"After the insect bite, he began to ___ his arm.","벌레에 물린 후, 그는 팔을 [[긁]]었어요.",scratch,Rearrange these letters!: T A C C R S H,다음 글자들을 재배열 해보세요!: T A C C R S H
"After being bitten by a mosquito, she started to ______ her arm.","모기에 물린 후, 그녀는 팔을 [[할퀴]]기 시작했어요.",scratch,It has 7 letters!,7글자예요!
The car door had a visible ______ from the minor accident.,자동차 문에 미세한 [[긁힌 자국]]이 남았어요.,scratch,It has 7 letters!,7글자예요!
"After dinner, the host invited everyone to ___ in the cozy living room.","저녁 식사 후, 주최자는 모두를 (편하게) [[앉히다]]도록 초대했어요.",settle,Rearrange these letters!: T E T S L E,다음 글자들을 재배열 해보세요!: T E T S L E
"After a heated discussion, they decided to ___ the dispute amicably.","오랜 논쟁 끝에, 그들은 문제를 [[해결]]하기로 결정했어요.",settle,It has 6 letters!,6글자예요!
Please ___ the bill at the restaurant.,레스토랑에서 떠나기 전에 계산서를 [[결제]]해요.,settle,It has 6 letters!,6글자예요!
"After much debate, they chose to ___ in the newly purchased house.","오랜 고민 끝에, 그들은 새로 산 집에 [[자리를 잡]]았어요.",settle,Rearrange these letters!: T L S E T E,다음 글자들을 재배열 해보세요!: T L S E T E
"After a long journey, the explorers decided to ___ in a peaceful valley.","오랜 여정 끝에, 탐험가들은 평화로운 계곡에 [[안주]] 하기로 결정했어요.",settle,Rearrange these letters!: T L T E E S,다음 글자들을 재배열 해보세요!: T L T E E S
He decided to ___ his secret plans from his rivals.,그는 경쟁자들에게 자신의 비밀 계획을 [[감추]]려고 결심했어요.,shade,Rearrange these letters!: E D A S H,다음 글자들을 재배열 해보세요!: E D A S H
"On a bright day, sitting in the ___ cools you down.","밝은 날, 시원하게 식히기 위해 [[그늘]] 아래에 앉으세요.",shade,Rearrange these letters!: D A S H E,다음 글자들을 재배열 해보세요!: D A S H E
"In the painting, the artist skillfully captured the intricate ___ to bring the scene to life.",그림에서 화가는 장면에 생명을 불어넣기 위해 세밀한 [[명암]]을 포착했어요.,shade,Rearrange these letters!: H A D E S,다음 글자들을 재배열 해보세요!: H A D E S
Please ___ the door.,문을 [[닫]]아 주세요.,shut,It starts with 's'!,s로 시작하는 단어예요!
"During our walk, we enjoyed the breathtaking ___ at the cliff's edge.",우리는 절벽 끝에서 바라본 멋진 [[광경]]에 감탄했어요.,sight,It has 5 letters!,5글자예요!
"From the mountaintop, the magnificent ____ took my breath away.",산 정상에서 바라본 웅장한 [[시야]]는 내 숨을 멎게 했어요.,sight,Rearrange these letters!: T I G H S,다음 글자들을 재배열 해보세요!: T I G H S
He relied on his ______ to see clearly in low light conditions.,그는 어둠 속에서 명확하게 보기 위해 자신의 [[시력]]에 의존했어요.,sight,Rearrange these letters!: T I G H S,다음 글자들을 재배열 해보세요!: T I G H S
The tourist marveled at the ___ overlooking the ancient city.,관광객은 고대 도시를 내려다보는 [[명소]]에 감탄했어요.,sight,It starts with 's'!,s로 시작하는 단어예요!
The plantation owner forced the ___ to work long hours.,농장주는 자신의 주인 밑에서 [[노예]]에게 긴 시간 동안 일을 시켰어요.,slave,Rearrange these letters!: L A V E S,다음 글자들을 재배열 해보세요!: L A V E S
The boxer attempted to ___ his opponent in the ring.,복서가 링에서 상대방을 [[때려부수]]하려고 했어요.,smash,Rearrange these letters!: H A S M S,다음 글자들을 재배열 해보세요!: H A S M S
"Be careful not to ___ the glass, it's very fragile.","유리가 깨지기 쉬우니, [[세게 치]] 마세요.",smash,Rearrange these letters!: H A S S M,다음 글자들을 재배열 해보세요!: H A S S M
Watch out! The car might ___ into the truck if you don't brake.,조심하세요! 브레이크를 밟지 않으면 차가 트럭에 [[충돌]]할 거예요.,smash,Rearrange these letters!: A S H M S,다음 글자들을 재배열 해보세요!: A S H M S
"After dinner, he decided to ______ a cigarette.","저녁 식사 후, 그는 담배를 ______.",smoke,Rearrange these letters!: O M S K E,다음 글자들을 재배열 해보세요!: O M S K E
"Every evening, he would ______ a cigarette while watching the sunset.","매일 저녁, 그는 해질 무렵에 [[담배를 피우]]며 여유로운 시간을 보냈어요.",smoke,It starts with 's'!,s로 시작하는 단어예요!
"For centuries, farmers would ___ their meats to preserve them.",오래전부터 농부들은 고기를 [[훈제로 하다]]하여 보존했어요.,smoke,Rearrange these letters!: O M K S E,다음 글자들을 재배열 해보세요!: O M K S E
A thick ___ rose from the chimney as the evening cooled.,저녁이 식으면서 굴뚝에서 짙은 [[연기]]가 올라왔어요.,smoke,It starts with 's'!,s로 시작하는 단어예요!
He ___ his fingers to get the waiter's attention.,그는 웨이터의 주의를 끌기 위해 손으로 [[딱]] 소리 냈어요.,snap,Rearrange these letters!: P A S N,다음 글자들을 재배열 해보세요!: P A S N
The photographer decided to ___ a picture of the sunset.,사진작가는 석양을 [[찍다]] 위해 카메라를 들고 갔어요.,snap,Rearrange these letters!: A P S N,다음 글자들을 재배열 해보세요!: A P S N
"In anger, he ___ at the critic.",화가 난 그는 비판자에게 [[쏘아붙]] 했다.,snap,Rearrange these letters!: P A S N,다음 글자들을 재배열 해보세요!: P A S N
The door ___ed shut with a loud noise.,문이 큰 소리와 함께 ___했어요.,snap,It starts with 's'!,s로 시작하는 단어예요!
"When the rubber band was stretched too far, it ______ suddenly.","고무줄이 너무 당겨지자, 고무줄이 [[툭 부러지]]었어요.",snap,Rearrange these letters!: P A N S,다음 글자들을 재배열 해보세요!: P A N S
The brave ______ marched into battle.,용감한 [[군인]]이 전투에 참여했어요.,soldier,Rearrange these letters!: R L O I E D S,다음 글자들을 재배열 해보세요!: R L O I E D S
The biologist discovered a new ______ on the remote island.,생물학자는 외딴 섬에서 새로운 [[종]]을 발견했어요.,species,It has 7 letters!,7글자예요!
"During the classroom quiz, the teacher asked the student to ___ a difficult word.",수업 중에 선생님은 학생에게 어려운 단어를 올바르게 [[철자]]하도록 부탁했어요.,spell,Rearrange these letters!: L P E L S,다음 글자들을 재배열 해보세요!: L P E L S
The wizard cast a ___ to enchant the room.,마법사께서 방을 매혹시키기 위해 [[마법]]을 시전했어요.,spell,Rearrange these letters!: L P E L S,다음 글자들을 재배열 해보세요!: L P E L S
He built a ___ near his farm to keep his horses.,그는 자신의 농장 근처에 말을 보관하기 위한 [[마구간]]을 지었어요.,stable,It starts with 's'!,s로 시작하는 단어예요!
"Despite the earthquake, the bridge remained ___.","지진에도 불구하고, 다리는 [[안정]]하게 버텨졌어요.",stable,Rearrange these letters!: T A E B L S,다음 글자들을 재배열 해보세요!: T A E B L S
Chef decided to ___ the fish in a bamboo steamer.,요리사는 대나무 찜기에 생선을 [[찌]]었어요.,steam,It starts with 's'!,s로 시작하는 단어예요!
"When water boils, it produces ___.",물이 끓으면 [[증기]]가 생겨요.,steam,It has 5 letters!,5글자예요!
The building's framework was reinforced with ___ beams.,건물의 뼈대는 [[강철]] 빔으로 보강되었어요.,steel,Rearrange these letters!: T L E E S,다음 글자들을 재배열 해보세요!: T L E E S
The inspiring movie ___ strong emotions in the viewers.,영화는 관객들의 강한 감정을 [[불러일으키]]었어요.,stir,Rearrange these letters!: T I R S,다음 글자들을 재배열 해보세요!: T I R S
"When preparing the sauce, you need to ___ all the ingredients together.","소스를 준비할 때, 모든 재료들을 [[휘젓]]어야 해요.",stir,Rearrange these letters!: T I R S,다음 글자들을 재배열 해보세요!: T I R S
The passionate speech can ___ the crowd.,열정적인 연설이 관중을 [[자극]]했어요.,stir,Rearrange these letters!: T I R S,다음 글자들을 재배열 해보세요!: T I R S
The chef will ___ the sauce to blend the flavors.,요리사는 소스의 맛이 고루 섞이도록 재료들을 [[약간 움직]]여요.,stir,Rearrange these letters!: R I T S,다음 글자들을 재배열 해보세요!: R I T S
There was a ___ among the citizens when the new law was announced.,새로운 법이 발표되었을 때 시민들 사이에 [[혼란]]이 있었습니다.,stir,Rearrange these letters!: T I R S,다음 글자들을 재배열 해보세요!: T I R S
We ______ that the weather will be clear tomorrow.,우리는 내일 날씨가 맑을 것이라고 [[가정]]해요.,suppose,Rearrange these letters!: P U S E O S P,다음 글자들을 재배열 해보세요!: P U S E O S P
The factory uses a ___ to store oil.,공장은 기름을 저장하기 위해 ___을 사용해요.,tank,Rearrange these letters!: K N T A,다음 글자들을 재배열 해보세요!: K N T A
"During the parade, the ___ rolled proudly down the street.","행진 중, 그 ___이 거리를 당당하게 지나갔어요.",tank,It has 4 letters!,4글자예요!
The company ______ its new product at tech-savvy consumers.,회사는 기술에 관심이 많은 소비자들을 [[목표]]로 삼았어요.,target,Rearrange these letters!: G T R A T E,다음 글자들을 재배열 해보세요!: G T R A T E
"During the meeting, the manager explained the ___ for this quarter.",그 회의에서 매니저가 이번 분기의 [[목표]]을 설명했어요.,target,It starts with 't'!,t로 시작하는 단어예요!
"In the competition, the archer aimed carefully at the ___ to win the prize.","대회에서, 궁수는 상을 받기 위해 [[목표]]를 조준했어요.",target,Rearrange these letters!: R T A T E G,다음 글자들을 재배열 해보세요!: R T A T E G
"During the lecture, the professor explained the ______ in detail.","강의 중, 교수님은 [[이론]]에 대해 자세히 설명하셨어요.",theory,Rearrange these letters!: O R Y T E H,다음 글자들을 재배열 해보세요!: O R Y T E H
"The roads were icy; __________, travel was hazardous.","길이 미끄러워서, __________, 운전이 위험했어요.",therefore,Rearrange these letters!: O R E T F H E R E,다음 글자들을 재배열 해보세요!: O R E T F H E R E
The report warned of an imminent ___ to national security.,보고서는 국가 안보에 대한 임박한 [[위협]]을 경고했어요.,threat,Rearrange these letters!: A T H R E T,다음 글자들을 재배열 해보세요!: A T H R E T
"He didn't sleep well; ___, he felt exhausted the next day.","그는 잠을 잘 못 자서, [[그러므로]] 피곤했어요.",thus,It has 4 letters!,4글자예요!
The ant is ___ compared to a giant bulldozer.,개미는 거대한 불도저에 비해 [[아주 작은]]이에요.,tiny,It has 4 letters!,4글자예요!
She spent extra time on her ___ to perfect her appearance before the gala.,그녀는 외모를 완벽하게 하기 위해 [[몸단장]]에 추가 시간을 투자했어요.,toilet,It starts with 't'!,t로 시작하는 단어예요!
I always make sure the ___ is clean before I use it.,나는 사용하기 전에 [[화장실]]이 깨끗한지 항상 확인해요.,toilet,It starts with 't'!,t로 시작하는 단어예요!
The speaker's ___ conveyed the intended emotion.,연설자의 [[어조]]는 의도된 감정을 전달했어요.,tone,It has 4 letters!,4글자예요!
"To perfect his drawing, the student decided to ___ the image carefully.",학생은 그림을 정확하게 모사하기 위해 [[따라 그리다]] 했어요.,trace,Rearrange these letters!: C T R A E,다음 글자들을 재배열 해보세요!: C T R A E
The detective tried to ______ the suspect's movements.,형사는 용의자의 움직임을 [[추적]]했어요.,trace,Rearrange these letters!: A T R C E,다음 글자들을 재배열 해보세요!: A T R C E
The detective carefully examined the ___ left at the scene.,탐정은 현장에서 남은 [[흔적]]을 주의 깊게 조사했어요.,trace,Rearrange these letters!: R A C E T,다음 글자들을 재배열 해보세요!: R A C E T
The detective found not even a ___ of evidence at the crime scene.,형사는 범행 현장에서 단 한 [[기미]]의 증거도 찾지 못했어요.,trace,Rearrange these letters!: R A T E C,다음 글자들을 재배열 해보세요!: R A T E C
The cafe owner placed the drinks on the ___.,카페 주인이 음료를 [[쟁반]] 위에 올렸어요.,tray,Rearrange these letters!: Y R A T,다음 글자들을 재배열 해보세요!: Y R A T
"To open the jar, you need to ___ the lid.","병뚜껑을 열려면, 꼭 [[비틀다]] 하세요.",twist,Rearrange these letters!: I W T S T,다음 글자들을 재배열 해보세요!: I W T S T
The detective novel had an unexpected ___ that surprised every reader.,추리 소설에는 예상 밖의 [[전개]]가 있어서 모두가 놀랐어요.,twist,It has 5 letters!,5글자예요!
The entrepreneur's ___ inspired everyone to pursue a shared goal.,그 기업가의 [[목표]]는 모두가 함께 나아가도록 영감을 주었어요.,vision,Rearrange these letters!: O I V I S N,다음 글자들을 재배열 해보세요!: O I V I S N
The doctor tested her ___ to check if she needed new glasses.,의사는 그녀의 [[시력]]을 검사했어요.,vision,Rearrange these letters!: O I N V I S,다음 글자들을 재배열 해보세요!: O I N V I S
The entrepreneur's ___ helped him to predict market trends.,그 기업가의 [[통찰력]] 덕분에 시장의 변화를 예측할 수 있었어요.,vision,It starts with 'v'!,v로 시작하는 단어예요!
"Before entering the battlefield, the soldier checked his ______ carefully.","전쟁터에 들어가기 전에, 병사는 자신의 [[무기]]를 점검했어요.",weapon,Rearrange these letters!: O A W P E N,다음 글자들을 재배열 해보세요!: O A W P E N
The manager will ___ the payment immediately.,매니저는 즉시 [[전송]]할 거예요.,wire,It starts with 'w'!,w로 시작하는 단어예요!
"Before the deadline, she will ___ the money to complete the project.",마감 전에 그녀는 프로젝트를 완료하기 위해 [[송금]]할 거예요.,wire,Rearrange these letters!: E R W I,다음 글자들을 재배열 해보세요!: E R W I
The technician connected the power supply using a ___ to complete the circuit.,기술자는 회로를 완성하기 위해 [[전선]]을 사용했어요.,wire,Rearrange these letters!: R I E W,다음 글자들을 재배열 해보세요!: R I E W
The electrician replaced the broken ___ in the lamp.,전기공은 램프의 고장난 [[철사]]를 교체했어요.,wire,It starts with 'w'!,w로 시작하는 단어예요!
"During the renovation, the electrician discovered a frayed ___ along the wall.","리모델링 중에, 전기공은 벽 옆에서 닳은 [[철조망]]을 발견했어요.",wire,Rearrange these letters!: I R W E,다음 글자들을 재배열 해보세요!: I R W E
His ___ at the company was a milestone in his career.,"오랜 노력 끝에, 그의 [[승진]]이 회사에서 인정받았어요.",advance,It starts with 'a'!,a로 시작하는 단어예요!
He hoped to ___ in his career after many years of hard work.,그는 오랜 노력 끝에 경력에서 [[승진]]하기를 기대했어요.,advance,Rearrange these letters!: D N A E C V A,다음 글자들을 재배열 해보세요!: D N A E C V A
The ___ of the project is to improve community health.,이 프로젝트의 [[목적]]은 지역사회의 건강을 증진하는 것이에요.,aim,It has 3 letters!,3글자예요!
He ___s to become an excellent athlete.,그는 훌륭한 운동선수가 되기 위해 [[aim]]해요.,aim,It has 3 letters!,3글자예요!
"During the battle, the army decided to ___ at the enemy camp.","전투 중, 군대는 적 진영을 [[공격]]했어요.",attack,It has 6 letters!,6글자예요!
"In the midst of battle, the troops faced a sudden ______ by the enemy.",전투 중에 군인들은 적의 갑작스런 [[공격]]을 받았어요.,attack,Rearrange these letters!: T A K T A C,다음 글자들을 재배열 해보세요!: T A K T A C
The student's performance was ___ among all participants.,학생의 성적은 모든 참가자들 중에 [[평균]]이었어요.,average,It has 7 letters!,7글자예요!
His performance was ___ compared to his classmates.,그의 성적은 반 친구들 사이에서 [[평균]]이었어요.,average,Rearrange these letters!: R A G E V A E,다음 글자들을 재배열 해보세요!: R A G E V A E
The institution will ___ a prestigious prize to the exceptional student.,기관은 그 학생에게 권위 있는 상을 [[수여]]할 거예요.,award,Rearrange these letters!: W A D A R,다음 글자들을 재배열 해보세요!: W A D A R
The actor received the ___ for his outstanding performance.,배우는 뛰어난 연기를 인정받아 [[상]]을 받았어요.,award,Rearrange these letters!: W A D A R,다음 글자들을 재배열 해보세요!: W A D A R
"The company introduced a new program, which provided a significant ___ to its employees.",회사는 직원들에게 상당한 [[이득]]을 제공하는 새 프로그램을 도입했어요.,benefit,Rearrange these letters!: E F I B T N E,다음 글자들을 재배열 해보세요!: E F I B T N E
This training program will ___ everyone who participates.,이 교육 프로그램은 참여하는 모든 사람들에게 [[이득]]을 가져다 줘요.,benefit,It has 7 letters!,7글자예요!
The garden was filled with a colorful ___ during the spring.,정원은 봄에 다채로운 [[꽃]]으로 가득 찼어요.,bloom,It starts with 'b'!,b로 시작하는 단어예요!
"Every spring, cherry trees ____ beautifully in the sunlight.","매 봄, 정원의 장미들이 [[꽃이 피]]어요.",bloom,Rearrange these letters!: O M L B O,다음 글자들을 재배열 해보세요!: O M L B O
"Every weekend, they ___ at the new bowling alley.","매주 주말, 그들은 새로운 볼링장에서 [[볼링]]한다.",bowl,Rearrange these letters!: W O B L,다음 글자들을 재배열 해보세요!: W O B L
"During the bowling game, Tom rolled the ___ towards the pins.",볼링 경기 중에 톰은 핀을 향해 [[볼링공]]을 굴렸어요.,bowl,Rearrange these letters!: O L W B,다음 글자들을 재배열 해보세요!: O L W B
"During the energetic concert, a sudden ___ of energy swept through the crowd.","콘서트 중, 관중들에게 갑작스러운 [[돌발]]의 에너지가 퍼졌다.",burst,It starts with 'b'!,b로 시작하는 단어예요!
The balloon ___ suddenly.,풍선이 [[불쑥]] 터졌다.,burst,Rearrange these letters!: T R B U S,다음 글자들을 재배열 해보세요!: T R B U S
The scientist argued that pollution can ______ permanent damage to the ecosystem.,과학자는 오염이 생태계에 영구적인 [[야기시키다]] 일으킬 수 있다고 주장했어요.,cause,Rearrange these letters!: S E C A U,다음 글자들을 재배열 해보세요!: S E C A U
The heavy rain was the ___ of the landslide.,폭우는 산사태의 [[원인]]이었어요.,cause,Rearrange these letters!: U A C S E,다음 글자들을 재배열 해보세요!: U A C S E
The team's biggest ______ fueled their determination to succeed.,팀의 가장 큰 [[도전]]이 그들의 성공을 위한 동기를 부여했어요.,challenge,Rearrange these letters!: G L C E E N H L A,다음 글자들을 재배열 해보세요!: G L C E E N H L A
They decided to ______ themselves by entering the contest.,그들은 어려운 경기에 직접 [[도전]]하기로 결심했어요.,challenge,Rearrange these letters!: L E G C H N A L E,다음 글자들을 재배열 해보세요!: L E G C H N A L E
The comedian can ____ his audience with his wit.,그 코미디언은 관중들을 [[매혹]]할 수 있어요.,charm,Rearrange these letters!: H M A R C,다음 글자들을 재배열 해보세요!: H M A R C
Her ______ lit up the room.,그녀의 [[매력]]은 방을 밝게 만들었어요.,charm,Rearrange these letters!: M R A C H,다음 글자들을 재배열 해보세요!: M R A C H
I love to ___ with my friends.,친구들과 [[이야기를 나누]]어요.,chat,It has 4 letters!,4글자예요!
They enjoyed a friendly ___ during their break.,그들은 휴식 시간에 친근한 [[잡담]]을 나눴어요.,chat,Rearrange these letters!: T C A H,다음 글자들을 재배열 해보세요!: T C A H
"After the accident, he submitted his ___ to the insurance company.","사고 후, 그는 보험회사에 [[청구]]를 제출했어요.",claim,It starts with 'c'!,c로 시작하는 단어예요!
"After the accident, she decided to ___ compensation from the insurance company.","사고 후, 그녀는 보험회사에 [[청구]]를 요청했어요.",claim,It starts with 'c'!,c로 시작하는 단어예요!
"When she was heartbroken, her mother tried to ______ her with gentle reassurances.",마음이 상한 그녀에게 어머니가 부드러운 말로 [[위로]]해주셨어요.,comfort,It starts with 'c'!,c로 시작하는 단어예요!
The soft blanket provided him with much ___ on a chilly night.,부드러운 담요가 쌀쌀한 밤에 그에게 많은 [[위로]]를 주었어요.,comfort,Rearrange these letters!: T O F O C R M,다음 글자들을 재배열 해보세요!: T O F O C R M
"After a stressful day, she found great ___ in the quiet of her room.","힘든 하루 후에, 그녀는 방의 고요함 속에서 큰 [[위안]]을 찾았어요.",comfort,It starts with 'c'!,c로 시작하는 단어예요!
"Whenever he feels down, his mother ___ him.","그가 기분이 우울할 때마다, 어머니께서 그를 [[위로]]해주셨어요.",comfort,It has 7 letters!,7글자예요!
"To decide which phone to buy, you should ___ the features of each model.","어떤 휴대폰을 살지 결정하기 위해, 각 모델의 특징들을 [[비교]]해 보세요.",compare,It starts with 'c'!,c로 시작하는 단어예요!
"When shopping, it's important to ______ different products to ensure you get the best value.","쇼핑할 때, 여러 제품을 [[비교]]해서 가장 좋은 가치를 찾는 것이 중요해요.",compare,It has 7 letters!,7글자예요!
Please ___ the form with accurate details.,정확한 정보로 양식을 [[완성]]해 주세요.,complete,Rearrange these letters!: T E O C L E M P,다음 글자들을 재배열 해보세요!: T E O C L E M P
"After hours of hard work, the painting was ___.","오랜 시간의 노력 후에, 그림은 [[완성]]되었어요.",complete,It starts with 'c'!,c로 시작하는 단어예요!
The rising ___ among the residents led to heated debates.,주민들 사이에서 커져가는 [[걱정]]이 뜨거운 논쟁을 불러일으켰어요.,concern,It has 7 letters!,7글자예요!
Don't ___ yourself with needless anxiety.,불필요하게 [[걱정]]하지 마세요.,concern,Rearrange these letters!: N C O N E R C,다음 글자들을 재배열 해보세요!: N C O N E R C
"In case of emergency, use the provided ___ to call for help.",비상시에는 도움을 요청하기 위해 제공된 [[연락]]처를 사용하세요.,contact,Rearrange these letters!: T A C O N C T,다음 글자들을 재배열 해보세요!: T A C O N C T
I will ______ you tomorrow regarding the project.,내일 프로젝트 관련하여 [[연락]]할 거예요.,contact,Rearrange these letters!: T A C C N O T,다음 글자들을 재배열 해보세요!: T A C C N O T
"After weeks of negotiation, the two companies finally closed the ___.","수 주간의 협상 끝에, 두 회사는 마침내 [[거래]]를 마무리했어요.",deal,Rearrange these letters!: A L D E,다음 글자들을 재배열 해보세요!: A L D E
They decided to ___ with the supplier for a better price.,회사는 공급업체와 더 나은 가격으로 [[거래]]했어요.,deal,It has 4 letters!,4글자예요!
"During the election, the candidates engaged in a lively ______ during the televised debate.",TV 선거 기간 동안 후보자들이 활발한 [[토론]]에 참여했어요.,debate,Rearrange these letters!: T E D A B E,다음 글자들을 재배열 해보세요!: T E D A B E
"At the conference, experts will ___ the impacts of global warming.",회의에서 전문가들이 지구 온난화의 영향에 대해 [[토론]]할 거예요.,debate,Rearrange these letters!: B T E A E D,다음 글자들을 재배열 해보세요!: B T E A E D
The store offered a ___ on all items during the sale.,그 가게에서는 세일 기간에 모든 상품에 [[할인]]을 제공했어요.,discount,Rearrange these letters!: N D O T I C S U,다음 글자들을 재배열 해보세요!: N D O T I C S U
"During the holiday season, many shops ___ their products to attract customers.","연말 시즌 동안, 많은 상점들은 고객 유치를 위해 상품의 가격을 [[할인]]합니다.",discount,It starts with 'd'!,d로 시작하는 단어예요!
The store had an eye-catching ___ near the entrance.,가게는 입구 근처에 눈길을 끄는 [[전시]]를 준비했어요.,display,Rearrange these letters!: L A Y D I S P,다음 글자들을 재배열 해보세요!: L A Y D I S P
The museum will ___ a new collection of rare artifacts.,박물관은 새로운 유물들을 [[전시]]할 것이다.,display,Rearrange these letters!: P I S L Y D A,다음 글자들을 재배열 해보세요!: P I S L Y D A
"During the riot, the prisoner managed to ______ from the high-security prison.","폭동 중에, 죄수는 고안된 감옥에서 [[탈출]]했어요.",escape,Rearrange these letters!: C A P E S E,다음 글자들을 재배열 해보세요!: C A P E S E
The prisoner planned his ___ from the high security prison.,죄수는 감옥에서의 ___을 시도했어요.,escape,Rearrange these letters!: A C E P E S,다음 글자들을 재배열 해보세요!: A C E P E S
The engineer's ______ of the total expenses was accurate.,엔지니어의 [[추정]]은 전체 비용에 대해 정확했어요.,estimate,Rearrange these letters!: T E I S E M T A,다음 글자들을 재배열 해보세요!: T E I S E M T A
The manager had to ______ the project's total cost before starting development.,매니저는 개발을 시작하기 전에 프로젝트의 총 비용을 [[추정]]해야 했어요.,estimate,It starts with 'e'!,e로 시작하는 단어예요!
"Before his flight, he needed to ___ his dollars for euros.","비행기 타기 전에, 그는 달러를 유로로 [[교환]]해야 했어요.",exchange,Rearrange these letters!: N X E A G E C H,다음 글자들을 재배열 해보세요!: N X E A G E C H
"At the airport, John visited the ___ counter to convert his dollars into euros.",공항에서 John은 달러를 유로로 바꾸기 위해 [[교환]] 카운터를 찾았어요.,exchange,Rearrange these letters!: H A X C E E N G,다음 글자들을 재배열 해보세요!: H A X C E E N G
"In case of emergency, please ___ the building immediately.",비상시에는 즉시 건물에서 [[나가]]세요.,exit,Rearrange these letters!: X I T E,다음 글자들을 재배열 해보세요!: X I T E
Please follow the signs to the ___.,표지판을 따라 [[출구]]로 가세요.,exit,Rearrange these letters!: X I T E,다음 글자들을 재배열 해보세요!: X I T E
Traveling abroad allows you to ___ different ways of life.,해외여행은 다양한 생활방식을 [[경험]]할 수 있게 해요.,experience,Rearrange these letters!: R E I E N C X E P E,다음 글자들을 재배열 해보세요!: R E I E N C X E P E
"After his ______ in various fields, he became a leading expert in his industry.",다양한 분야에서의 첫 [[경험]]이 그를 업계의 선두주자로 만들었어요.,experience,Rearrange these letters!: E R I E X C E E N P,다음 글자들을 재배열 해보세요!: E R I E X C E E N P
The scientist conducted an ______ to study the new phenomenon.,과학자들은 새로운 현상을 연구하기 위해 [[실험]]을 진행했어요.,experiment,Rearrange these letters!: E I M X E N T R E P,다음 글자들을 재배열 해보세요!: E I M X E N T R E P
The scientist decided to ______ for his research.,과학자는 연구를 위해 ______했어요.,experiment,Rearrange these letters!: X E T E I R M N E P,다음 글자들을 재배열 해보세요!: X E T E I R M N E P
The festival ______ local cuisine in its celebrations.,축제는 현지 음식을 [[특징]]으로 삼았어요.,feature,It has 7 letters!,7글자예요!
The new smartphone's ___ makes it stand out among its competitors.,새로운 스마트폰의 [[특징]]이 경쟁 제품들 사이에서 돋보이게 해요.,feature,It starts with 'f'!,f로 시작하는 단어예요!
The scientist discussed her research with a trusted ______.,그 과학자는 자신의 연구에 대해 신뢰하는 [[동료]]와 이야기했어요.,fellow,Rearrange these letters!: O F L W L E,다음 글자들을 재배열 해보세요!: O F L W L E
