,"*중고등1200 교육부 지정 영단어의 영어 데이터 > 워드P에서 해당 단어의 모든 다의어 리스트업
*중등 교과서 영단어의 영어 데이터 > 워드P에서 해당 단어의 모든 다의어 리스트업",,,,,,,,,,,,,,,
중등교과서,5722,중등,,pretty,예쁜,3,형용사,2422,3996,[príti],The pretty girl plays with her doll.,예쁜 소녀가 인형과 놀아요~요,FALSE,,yoga,WordText='yoga' OR 
중등교과서,5723,중등,,pretty,"꽤,아주",4,부사,10635,16941,[príti],The girl runs pretty fast.,그 소녀는 꽤 빨리 달려요.,FALSE,,you,WordText='you' OR 
중등교과서,5724,중등,,pretzel,프레첼,2,명사,12427,16942,[prétsəl],I share a pretzel with my friend.,나는 친구와 함께 프레첼을 나눠 먹어요.,FALSE,,young,WordText='young' OR 
중등교과서,5725,중등,,preview,예습하다,1,동사,5385,25970,[prí:vjù:],Please preview your book before class.,수업 전에 책을 예습해요.,FALSE,,yummy,WordText='yummy' OR 
중등교과서,5726,중등,,preview,"미리 보기,미리 보다",2,명사,1300,2095,[prí:vjù:],The preview shows a fun part of the movie.,미리 보기가 영화의 재밌는 부분을 보여줘요.,FALSE,,zombie,WordText='zombie' OR 
중등교과서,5727,중등,,preview,시사회,2,명사,16175,25761,[prí:vjù:],We watched a movie preview at school.,우리는 학교에서 영화 시사회를 봤어요.,FALSE,,zone,WordText='zone' OR 
중등교과서,5728,중등,,priceless,대단히 소중한,3,형용사,8236,1405,[práislis],This toy is priceless.,이 장난감은 대단히 소중해요.,FALSE,,zoo,WordText='zoo' OR 
중등교과서,5729,중등,,prince,왕자,2,명사,2476,4101,[príns],The prince rides his horse.,왕자가 말을 타고 있어요.,FALSE,,,
중등교과서,5730,중등,,princess,공주,2,명사,14522,14840,[prínses],The princess smiles and waves at her friends.,공주가 웃으며 친구들에게 손을 흔들어요.,FALSE,,,
중등교과서,5731,중등,,principal,교장,2,명사,438,700,[prínsəpəl],The principal helps us every day.,교장이 우리를 도와요.,FALSE,,,
중등교과서,5732,중등,,principal,원금,2,명사,15751,24908,[prínsəpəl],I put my principal money in my piggy bank.,내 돼지저금통에 내 원금이 들어 있어요.,FALSE,,,
중등교과서,5733,중등,,principal,주역,2,명사,15752,24909,[prínsəpəl],Sam is the principal in our school play.,샘이 우리 학교 연극에서 주역을 맡고 있어요.,FALSE,,,
중등교과서,5734,중등,,principal,주요한,3,형용사,3198,17298,[prínsəpəl],My principal rule is to share with friends.,제일 중요한 규칙은 친구들과 나누는 거예요.,FALSE,,,
중등교과서,5735,중등,,print,인쇄하다,1,동사,2785,4620,[prínt],I print my homework using a printer.,나는 프린터로 숙제를 인쇄해요.,FALSE,,,
중등교과서,5736,중등,,print,무늬,2,명사,949,21603,[prínt],My shirt has a cute print.,내 셔츠에 귀여운 무늬가 있어요.,FALSE,,,
중등교과서,5737,중등,,print,판화,2,명사,11956,18679,[prínt],The print is on the wall. It is in the museum.,판화가 벽에 있어요. 박물관에 있어요.,FALSE,,,
중등교과서,5738,중등,,print out,"인쇄하다,출력하다",9,숙어/관용어,2785,11701,,I will print out my drawing for class.,내 그림을 인쇄해요.,FALSE,,,
중등교과서,5739,중등,,printer,인쇄업자,2,명사,6555,14841,[príntər],The printer makes a colorful book for us.,인쇄업자가 우리를 위해 화려한 책을 만들고 있어요.,FALSE,,,
중등교과서,5740,중등,,problem,문제,2,명사,1274,2056,[prábləm],I solved the problem today.,저는 오늘 문제를 풀었어요.,FALSE,,,
중등교과서,5741,중등,,product,제품,2,명사,3125,5166,[prádʌkt],My mom bought a product at the store.,엄마가 가게에서 제품을 샀어요.,FALSE,,,
중등교과서,5742,중등,,production,생산,2,명사,1790,2987,[prədʌ́kʃən],Production means making things in the factory.,생산은 공장에서 물건을 만드는 것을 의미해요.,FALSE,,,
중등교과서,5743,중등,,production,(방송/영화 등의) 제작,2,명사,12709,21075,[prədʌ́kʃən],The production of the movie is fun.,영화 제작이 재미있어요.,FALSE,,,
중등교과서,5744,중등,,productive,(토지가) 비옥한,3,형용사,1634,24911,[prədʌ́ktiv],The soil is productive for growing many plants.,토지가 많은 식물을 키우기에 비옥해요.,FALSE,,,
중등교과서,5745,중등,,productive,생산적인,3,형용사,1792,2990,[prədjú:s],Today was productive because I learned many new things.,오늘은 많은 새로운 것을 배워서 생산적이었어요.,FALSE,,,
중등교과서,5746,중등,,professor,교수,2,명사,434,691,[prəfésər],The professor teaches a fun lesson.,교수가 재미있는 수업을 해요.,FALSE,,,
중등교과서,5747,중등,,program,프로그램,2,명사,3729,6174,[próugræm],I use the program for my homework.,나는 숙제를 위해 프로그램을 사용해요.,FALSE,,,
중등교과서,5748,중등,,programmer,프로그램 작성자,2,명사,11826,16078,[próugræmər],The programmer writes code on his computer.,프로그램 작성자가 컴퓨터로 코드를 작성해요.,FALSE,,,
중등교과서,5749,중등,,project,"보여주다,나타내다",1,동사,307,31249,[prάdʒekt],The teacher projects our art on the screen.,선생님이 화면에 우리 그림을 보여주고 있어요.,FALSE,,,
중등교과서,5750,중등,,project,"비추다,투사하다",1,동사,8634,21076,[prədʒékt],The projector projects a bright picture on the wall.,프로젝터가 벽에 밝은 그림을 투사하고 있어요.,FALSE,,,
중등교과서,5751,중등,,project,발사하다,1,동사,10520,23579,[prədʒékt],We project a rocket into the sky.,우리는 로켓을 하늘로 발사해요.,FALSE,,,
중등교과서,5752,중등,,project,"계획,기획",2,명사,307,492,[prάdʒekt],We make a project to plan our class party.,우리 반 파티를 기획하기 위해 프로젝트를 만들어요.,FALSE,,,
중등교과서,5753,중등,,project,과제,2,명사,14644,21077,[prάdʒekt],I do my project at school.,나는 학교에서 과제를 해요.,FALSE,,,
중등교과서,5754,중등,,promising,유망한,3,형용사,2601,4323,[prámisiŋ],The student is promising.,학생이 유망해요.,FALSE,,,
중등교과서,5755,중등,,properly,적당하게,4,부사,9729,20558,[prápərli],She dresses properly for school.,그녀는 학교에 적당하게 옷을 입어요.,FALSE,,,
중등교과서,5756,중등,,properly,"제대로,적당하게",4,부사,11011,4928,[prápərli],She cleans her room properly.,그녀는 방을 제대로 청소해요.,FALSE,,,
중등교과서,5757,중등,,protein,단백질,2,명사,850,1353,[próuti:n],Milk has a lot of protein in it.,우유에는 많은 단백질이 들어있어요.,FALSE,,,
중등교과서,5758,중등,,proverb,속담,2,명사,1925,3185,[právə:rb],My grandma told a kind proverb.,할머니가 친절한 속담을 말씀하셨어요.,FALSE,,,
중등교과서,5759,중등,,public transportation,대중교통,2,명사,12774,17978,[pʌ́blik-trænspərtèiʃən],I ride public transportation to school.,저는 대중교통을 타고 학교에 가요.,FALSE,,,
중등교과서,5760,중등,,publication,"출판,발행",2,명사,3481,2229,[pʌ̀bləkéiʃən],My teacher gave us a publication.,선생님께서 우리에게 출판물을 주셨어요.,FALSE,,,
중등교과서,5761,중등,,publish,"출판하다,발행하다",1,동사,3481,5786,[pʌ́bliʃ],The writer will publish his book.,작가가 책을 출판해요.,FALSE,,,
중등교과서,5762,중등,,publisher,"출판업자,출판사",2,명사,3482,5788,[pʌ́bliʃər],The publisher prints new books.,출판사가 새 책을 인쇄해요.,FALSE,,,
중등교과서,5763,중등,,pull down,~을 좌절시키다,1,동사,12133,30998,,Bad words can pull down our smiles.,나쁜 말이 우리 미소를 좌절시켜요.,FALSE,,,
중등교과서,5764,중등,,pull down,끌어 내리다,9,숙어/관용어,878,28742,,I pull down the curtain when the sun is high.,해가 높을 때 커튼을 끌어 내리요.,FALSE,,,
중등교과서,5765,중등,,pull down,"~을 파괴하다,~을 허물다",9,숙어/관용어,1538,11710,,The storm will pull down the old building.,폭풍이 오래된 건물을 허물어요.,FALSE,,,
중등교과서,5766,중등,,pull down,"무너뜨리다,끌어내리다,깎아내리다",9,숙어/관용어,1538,31002,,The wind can pull down the tree.,바람이 나무를 무너뜨릴 수 있어요.,FALSE,,,
중등교과서,5767,중등,,pull out,뽑다,9,숙어/관용어,6311,19723,,I pull out my pen from my bag.,내 가방에서 펜을 뽑아요.,FALSE,,,
중등교과서,5768,중등,,pull out,꺼내다,9,숙어/관용어,9971,11714,,I pull out my book from the bag.,나는 가방에서 책을 꺼내요.,FALSE,,,
중등교과서,5769,중등,,pull over,(차를) 한쪽에 대다,9,숙어/관용어,7377,11715,,The police told the driver to pull over.,경찰이 운전자에게 차를 한쪽에 대라고 했어요.,FALSE,,,
중등교과서,5770,중등,,pump up,퍼 올리다,9,숙어/관용어,4332,19725,,We pump up the ball for our game.,우리는 경기를 위해 공을 퍼 올려요.,FALSE,,,
중등교과서,5771,중등,,pump up,주입하다,9,숙어/관용어,11246,25999,,I pump up the balloon with a pump.,풍선을 펌프로 주입해요.,FALSE,,,
중등교과서,5772,중등,,pump up,~을 강화하다,9,숙어/관용어,12089,17980,,We pump up our team before the game.,우리는 경기 전에 팀을 강화해요.,FALSE,,,
중등교과서,5773,중등,,pumpkin,호박,2,명사,3877,6437,[pʌ́mpkin],I see a pumpkin in my garden.,저는 정원에서 호박을 봐요.,FALSE,,,
중등교과서,5774,중등,,punch,주먹으로 치다,1,동사,12951,18697,[pʌnʧ],The boxer punches the bag.,복서가 주먹으로 가방을 쳐요.,TRUE,,,
중등교과서,5775,중등,,punch,구멍 뚫는 기구,2,명사,10467,14144,[pʌ́nʧ],The punch makes tiny holes in paper.,구멍 뚫는 기구가 종이에 작은 구멍을 뚫어요.,TRUE,,,
중등교과서,5776,중등,,puppet,"인형,꼭두각시",2,명사,11831,16083,[pʌ́pit],The puppet dances on the stage.,꼭두각시가 무대에서 춤을 춰요.,FALSE,,,
중등교과서,5777,중등,,puppy,강아지,2,명사,174,14849,[pʌ́pi],The puppy is running in the yard.,강아지가 마당에서 뛰고 있어요.,FALSE,,,
중등교과서,5778,중등,,purse,(여성용) 지갑,2,명사,3264,5420,[pə́:rs],My mom has a pretty purse.,엄마가 예쁜 지갑을 가지고 있어요.,FALSE,,,
중등교과서,5779,중등,,pursue,"뒤쫓다,추적하다",1,동사,4912,23610,[pərsúː],The puppy will pursue the bouncing ball.,강아지가 튀는 공을 뒤쫓아요.,FALSE,,,
중등교과서,5780,중등,,pursue,"(일/연구 등에) 종사하다,수행하다",1,동사,6413,23611,[pərsúː],Anna pursues science projects at school.,Anna가 학교에서 과학 프로젝트를 수행해요.,FALSE,,,
중등교과서,5781,중등,,pursue,추구하다,1,동사,9816,5745,[pərsú:],I pursue my dreams every day.,나는 매일 내 꿈을 추구해요.,FALSE,,,
중등교과서,5782,중등,,push,누르다,1,동사,799,21605,[púʃ],The kid pushes the button on his toy.,그 아이가 장난감 위에 있는 버튼을 눌러요.,FALSE,,,
중등교과서,5783,중등,,push,"~하도록 강하게 설득하다,독려하다",1,동사,1835,31217,[puʃ],My teacher pushes me to try my best.,선생님이 제가 최선을 다하도록 강하게 독려해요.,FALSE,,,
중등교과서,5784,중등,,push,밀다,1,동사,8080,2128,[púʃ],I push the red ball.,나는 빨간 공을 밀어요.,FALSE,,,
중등교과서,5785,중등,,push,강요하다,1,동사,9273,17527,[púʃ],My teacher does not push me to do homework.,선생님이 숙제를 하라고 강요하지 않아요.,FALSE,,,
중등교과서,5786,중등,,push,추진,2,명사,2965,19726,[púʃ],I need a push to start my scooter.,스쿠터를 타기 위해 밀어줌이 필요해요.,FALSE,,,
중등교과서,5787,중등,,push down,꼭 누르다,9,숙어/관용어,799,18701,,Please push down the button now.,지금 버튼을 꼭 눌러요.,FALSE,,,
중등교과서,5788,중등,,push down,밀어뜨리다,9,숙어/관용어,1324,20562,,I push down the tower of blocks.,나는 블록 탑을 밀어뜨려요.,FALSE,,,
중등교과서,5789,중등,,put,두다,1,동사,788,1601,[pút],I put my toy on the table.,나는 장난감을 탁자 위에 두었어요.,FALSE,,,
중등교과서,5790,중등,,put,붙이다,1,동사,1609,16946,[pút],Please put the sticker on your notebook.,스티커를 공책에 붙여요.,FALSE,,,
중등교과서,5791,중등,,put,넣다,1,동사,9381,30522,[put],Please put the red ball in the box.,빨간 공을 상자에 넣어 주세요~요.,FALSE,,,
중등교과서,5792,중등,,put ~ in danger,~을 위험에 빠트리다,9,숙어/관용어,9663,28364,,Racing cars put pedestrians in danger.,경주용 자동차가 보행자를 위험에 빠트려요.,FALSE,,,
중등교과서,5793,중등,,put aside,버리다,9,숙어/관용어,2666,20114,,I put aside the empty can.,나는 빈 캔을 버렸어요.,FALSE,,,
중등교과서,5794,중등,,put aside,~을 한쪽으로 치워놓다,9,숙어/관용어,5706,11728,,I put aside my books on the shelf.,내 책들을 선반 한쪽에 치워놓았어요.,FALSE,,,
중등교과서,5795,중등,,put aside,저축하다,9,숙어/관용어,5706,31070,,I put aside coins to buy a candy.,나는 사탕을 사기 위해 동전을 저축해요.,FALSE,,,
중등교과서,5796,중등,,put effort into,~에 노력을 기울이다,9,숙어/관용어,9581,18702,,I put effort into my art project.,나는 미술 작품에 노력을 기울여요.,FALSE,,,
중등교과서,5797,중등,,put off,"~을 미루다,~을 연기하다",9,숙어/관용어,9622,11735,,I put off my homework to play outside.,나는 숙제를 밖에서 놀기 위해 미뤘어요.,FALSE,,,
중등교과서,5798,중등,,put on,증가하다,1,동사,7599,26121,,Tom put on weight after eating cake.,톰은 케이크를 먹고 살이 쪘어요.,FALSE,,,
중등교과서,5799,중등,,put on,(연극 등을) 상연하다,9,숙어/관용어,554,20564,,Our class will put on a play.,우리 반이 연극을 상연해요.,FALSE,,,
중등교과서,5800,중등,,put on,"입다,걸치다",9,숙어/관용어,5578,11736,,I put on my hat.,나는 모자를 입고 있어요.,FALSE,,,
중등교과서,5801,중등,,put on,첨가하다,9,숙어/관용어,7489,17982,,I put on extra sugar in my tea.,나는 내 차에 설탕을 첨가했어요.,FALSE,,,
중등교과서,5802,중등,,put on,바르다,9,숙어/관용어,12671,21606,,I put on sunscreen before playing outside.,밖에서 놀기 전에 선크림을 발라요.,FALSE,,,
중등교과서,5803,중등,,put up,게시하다,9,숙어/관용어,237,21607,,We put up a poster on the wall.,우리는 벽에 포스터를 게시해요.,FALSE,,,
중등교과서,5804,중등,,put up,"세우다,설치하다",9,숙어/관용어,3349,19730,,We put up a tent in the park.,우리는 공원에 텐트를 세워요.,FALSE,,,
중등교과서,5805,중등,,put up,"들어올리다,세우다",9,숙어/관용어,6700,11740,,We put up the flag in the park.,공원에 깃발을 세워요.,FALSE,,,
중등교과서,5806,중등,,put up,~을 붙이다,9,숙어/관용어,14831,31621,,Mia put up her drawing on the wall.,미아가 자신의 그림을 벽에 붙였어요.,FALSE,,,
중등교과서,5807,중등,,put up with,"~을 견디다,참다",9,숙어/관용어,3376,11742,,I put up with the loud noise in class.,나는 교실의 시끄러운 소음을 견뎌요.,FALSE,,,
중등교과서,5808,중등,,puzzled,어리둥절해하는,3,형용사,10108,13704,[pʌ́zld],The boy looks puzzled at the magic trick.,소년이 마술을 보고 어리둥절해요.,FALSE,,,
중등교과서,5809,중등,,quantity,양,2,명사,2247,3699,[kwántəti],The teacher shows the quantity of books.,선생님이 책의 양을 보여주고 있어요.,FALSE,,,
중등교과서,5810,중등,,queen,여왕,2,명사,2349,3863,[kwí:n],The queen wears a pretty crown.,여왕께서 예쁜 왕관을 쓰고 있어요.,FALSE,,,
중등교과서,5811,중등,,question,의심하다,1,동사,3949,23621,[kwésʧən],I question the strange noise.,나는 이상한 소리를 의심해요.,FALSE,,,
중등교과서,5812,중등,,question,질문,2,명사,10978,5551,[kwésʧən],A student asks a question.,학생이 질문을 해요.,FALSE,,,
중등교과서,5813,중등,,quick-selling,빨리 팔리는,9,숙어/관용어,6158,31470,,This quick-selling book sells fast at school.,이 빨리 팔리는 책은 학교에서 빨리 팔려요.,FALSE,,,
중등교과서,5814,중등,,quickly,빨리,4,부사,1659,2760,[kwíkli],I run quickly.,나는 빨리 달려요.,FALSE,,,
중등교과서,5815,중등,,quiet,진정시키다,1,동사,7851,26099,[kwáiət],The teacher will quiet the noisy class.,선생님이 시끄러운 반을 진정시켜요.,FALSE,,,
중등교과서,5816,중등,,quiet,조용한,3,형용사,6485,5213,[kwáiət],The quiet park is fun to play in.,조용한 공원에서 놀면 즐거워요.,FALSE,,,
중등교과서,5817,중등,,quietly,조용히,4,부사,7448,14853,[kwáiətli],The rabbit hops quietly in the field.,토끼가 들판에서 조용히 뛰고 있어요.,FALSE,,,
중등교과서,5818,중등,,quilt,누비이불,2,명사,10369,14023,[kwílt],The quilt is soft and cozy.,누비이불이 부드럽고 포근해요.,FALSE,,,
중등교과서,5819,중등,,rabbit,토끼,2,명사,3586,5949,[rǽbit],A rabbit hops in the garden.,토끼가 정원에서 뛰고 있어요.,FALSE,,,
중등교과서,5820,중등,,race,(심장 등이) 쿵쿵 뛰다,1,동사,321,26077,[réis],"When I jump, my heart starts to race.",뛰면 제 심장이 쿵쿵 뛰기 시작해요.,FALSE,,,
중등교과서,5821,중등,,race,급히 가다,1,동사,7388,18705,[réis],I race to class.,나는 반으로 급히 가요.,FALSE,,,
중등교과서,5822,중등,,race,인종,2,명사,2791,18704,[réis],People of all races are friends at school.,모든 인종의 사람들이 학교에서 친구예요.,FALSE,,,
중등교과서,5823,중등,,racket,"소음,소란",2,명사,8558,1724,[rǽkit],The kids made a loud racket.,아이들이 큰 소란을 만들었어요.,FALSE,,,
중등교과서,5824,중등,,racket,라켓,2,명사,12430,16947,[rǽkit],I play tennis with my new racket.,나는 새로운 라켓으로 테니스를 해요.,FALSE,,,
중등교과서,5825,중등,,radar,레이더,2,명사,11834,16086,[réida:r],The radar helps pilots to see airplanes.,레이더가 조종사들이 비행기를 볼 수 있게 도와요.,FALSE,,,
중등교과서,5826,중등,,radio station,라디오 방송국,2,명사,12660,17642,[réidiou-stèiʃən],My dad works at a radio station.,우리 아빠는 라디오 방송국에서 일해요.,FALSE,,,
중등교과서,5827,중등,,rafting,래프팅,2,명사,1066,17528,[rǽftiŋ],We go rafting on a fun river.,우리들이 재미있는 강에서 래프팅을 해요.,FALSE,,,
중등교과서,5828,중등,,rainfall,강우(량),2,명사,10956,7156,[réinfɔ́:l],Rainfall fills the puddles in the garden.,강우가 정원의 물웅덩이를 채워요.,FALSE,,,
중등교과서,5829,중등,,rainforest,우림,2,명사,2517,4176,[réinfɔ́:rist],We see many animals in the rainforest.,우림에서 많은 동물을 볼 수 있어요.,FALSE,,,
중등교과서,5830,중등,,rainwater,빗물,2,명사,6385,19344,[réinwɔ̀:tər; réinwà:tər],We collect rainwater in a bucket.,우리는 양동이에 빗물을 모아요요.,FALSE,,,
중등교과서,5831,중등,,rank,(등급/순위를) 차지하다,1,동사,3678,25961,[rǽŋk],I rank third in my class.,나는 내 반에서 셋째를 차지해요.,FALSE,,,
중등교과서,5832,중등,,rank,순위를 매기다,1,동사,12422,31111,[ræŋk],My teacher will rank our art projects.,선생님께서 우리 미술 작품들의 순위를 매기고 있어요.,FALSE,,,
중등교과서,5833,중등,,rank,등급,2,명사,1038,1650,[rǽŋk],I earned a good rank in our quiz.,우리 퀴즈에서 좋은 등급을 받았어요.,FALSE,,,
중등교과서,5834,중등,,rank,계급,2,명사,5929,19037,[rǽŋk],Soldiers wear badges to show their rank.,군인들이 계급을 보여주기 위해 배지를 차고 있어요.,FALSE,,,
중등교과서,5835,중등,,rank,순위,2,명사,12422,17529,[rǽŋk],I got a high rank in our game.,나는 우리 게임에서 높은 순위를 얻었어요.,FALSE,,,
중등교과서,5836,중등,,rap,랩으로 노래하다,1,동사,12955,18710,[ræp],My friend can rap a happy song.,친구가 행복한 노래를 랩해요.,FALSE,,,
중등교과서,5837,중등,,rather than,"~보다는,~대신에",9,숙어/관용어,9642,11750,,I play outside rather than watch TV.,나는 TV보다는 밖에서 놀고 있어요.,FALSE,,,
중등교과서,5838,중등,,raw,"가공되지 않는,날것의",3,형용사,54,4135,[rɔ́:],I made a salad with raw vegetables.,나는 날것의 채소로 샐러드를 만들었어요.,FALSE,,,
중등교과서,5839,중등,,read,읽다,1,동사,2825,4685,[rí:d],I read a book every morning.,나는 매일 아침 책을 읽어요.,FALSE,,,
중등교과서,5840,중등,,read,~라고 적혀 있다,1,동사,10374,31641,[rí:d],The door reads 'Push'.,문에 '밀어요'라고 적혀 있어요.,FALSE,,,
중등교과서,5841,중등,,reader,독자,2,명사,961,1520,[rí:dər],The reader likes a big book.,독자가 큰 책을 좋아해요.,FALSE,,,
중등교과서,5842,중등,,ready,준비된,3,형용사,3219,5330,[rédi],I am ready for school.,학교 갈 준비가 되었어요.,FALSE,,,
중등교과서,5843,중등,,reality,"현실,현실성",2,명사,3861,6399,[riǽləti],Reality is the world we see every day.,현실은 우리가 매일 보는 세상이에요.,FALSE,,,
중등교과서,5844,중등,,really,정말로,4,부사,3065,5070,[rí:əli],I really like ice cream.,나는 아이스크림을 정말로 좋아해요.,FALSE,,,
중등교과서,5845,중등,,reasoning,"추리,논거,증명",2,명사,768,31048,[ríːzniŋ],My reasoning helps me solve fun puzzles.,나의 추리가 재미있는 퍼즐을 풀어주는데요.,FALSE,,,
중등교과서,5846,중등,,reasoning,추리,2,명사,3468,18714,[rí:zniŋ],Tim used reasoning to solve a simple puzzle today.,팀은 오늘 간단한 퍼즐을 추리로 풀었어요.,FALSE,,,
중등교과서,5847,중등,,receipt,영수증,2,명사,2401,3959,[risí:t],I keep the receipt in my bag.,영수증을 내 가방에 보관해요.,FALSE,,,
중등교과서,5848,중등,,recently,최근에,4,부사,11012,5729,[rí:sntli],I recently played with my friend.,나는 최근에 친구와 놀았어요.,FALSE,,,
중등교과서,5849,중등,,recording,"기록하는,녹음",2,명사,10776,14863,[rikɔ́:rdiŋ],I listen to the recording every day.,나는 매일 그 녹음을 듣고 있어요.,FALSE,,,
중등교과서,5850,중등,,recycling,재활용,2,명사,2971,14865,[rì:sáikliŋ],We learn about recycling every day.,우리는 매일 재활용을 배워요.,FALSE,,,
중등교과서,5851,중등,,recycling bin,재활용 통,2,명사,12433,26961,,I put my bottle in the recycling bin.,나는 내 병을 재활용 통에 넣어요.,FALSE,,,
중등교과서,5852,중등,,red,급진적인,3,형용사,3852,23648,[réd],Tommy had a red idea that changed our game.,토미는 우리 게임을 바꾸는 급진적인 아이디어가 있었어요.,FALSE,,,
중등교과서,5853,중등,,reed,갈대,2,명사,128,161,[rí:d],The reed is swaying in the gentle wind.,갈대가 부드러운 바람에 흔들리고 있어요.,FALSE,,,
중등교과서,5854,중등,,refrigerator,냉장고,2,명사,742,1179,[rifrídʒərèitər],I open the refrigerator for fresh milk.,나는 신선한 우유를 얻으려고 냉장고를 열어요.,FALSE,,,
중등교과서,5855,중등,,refund,환불,2,명사,3920,6521,[rífʌnd],I got a refund when I returned my toy.,장난감을 반납했을 때 환불 받았어요.,FALSE,,,
중등교과서,5856,중등,,regret,후회하다,1,동사,3968,6593,[rigrét],I regret not sharing my toy.,나는 장난감을 나누지 못한 것을 후회해요.,FALSE,,,
중등교과서,5857,중등,,regularly,규칙적으로,4,부사,508,804,[régjulərli],I brush my teeth regularly.,나는 규칙적으로 이를 닦아요.,FALSE,,,
중등교과서,5858,중등,,relaxed,느긋한,3,형용사,8513,16319,[rilǽkst],The boy is relaxed in the park.,소년은 공원에서 느긋해요.,FALSE,,,
중등교과서,5859,중등,,relaxed,"편안한,느긋한",3,형용사,9892,19737,[rilǽkst],I feel relaxed when I take a slow walk.,느긋하게 산책할 때 편안해요.,FALSE,,,
중등교과서,5860,중등,,reliable,믿을 수 있는,3,형용사,1321,2126,[riláiəbl],My reliable friend always shares his toys.,내 믿을 수 있는 친구가 항상 장난감을 나눠줘요.,FALSE,,,
중등교과서,5861,중등,,relieve,"경감하다,완화하다",1,동사,4173,31025,[rilíːv],The medicine can relieve your pain.,약이 네 통증을 완화해요.,FALSE,,,
중등교과서,5862,중등,,relieve,교대 근무하다,1,동사,7204,23667,[rilíːv],The nurse will relieve her friend at night.,간호사가 밤에 친구를 교대 근무해요.,FALSE,,,
중등교과서,5863,중등,,relieve,(고통을) 없애주다,1,동사,10204,429,[rilí:v],Medicine can relieve pain.,약이 고통을 없애줘요.,FALSE,,,
중등교과서,5864,중등,,relieve,"긴장을 풀어주다,안심시키다",1,동사,12067,20575,[rilí:v],Listening to music can relieve tension. It makes you feel calm.,음악을 들으면 긴장이 풀려요. 마음이 편안해져요.,FALSE,,,
중등교과서,5865,중등,,rely on,"~을 믿다,~에 의지하다",9,숙어/관용어,9478,11765,,I rely on my teacher when I'm sad.,슬플 때 선생님에게 의지해요.,FALSE,,,
중등교과서,5866,중등,,remaining,남아있는,3,형용사,2420,14869,[riméiniŋ],The remaining toys are in the box.,남아있는 장난감들이 상자 안에 있어요.,FALSE,,,
중등교과서,5867,중등,,remember,기억하다,1,동사,10873,2977,[rimémbər],I remember my fun school day.,저는 즐거운 학교 생활을 기억해요.,FALSE,,,
중등교과서,5868,중등,,rental,임대(료),2,명사,2829,4690,[réntl],We pay rental fee every month to live in our house.,우리 가족은 매달 집에서 살기 위해 임대료를 내요.,FALSE,,,
중등교과서,5869,중등,,repay,"보답하다,(돈을)갚다",1,동사,7373,15744,[ri:péi],I repay my friend for his kind help.,나는 친구의 친절에 보답해요.,FALSE,,,
중등교과서,5870,중등,,repeatedly,반복적으로,4,부사,8569,2184,[ripí:tidli],She tapped the drum repeatedly in class.,그녀는 수업 시간에 드럼을 반복적으로 쳐요.,FALSE,,,
중등교과서,5871,중등,,report,보고하다,1,동사,1473,2392,[ripɔ́:rt],I report my work to my teacher.,나는 내 일을 선생님께 보고해요.,TRUE,,,
중등교과서,5872,중등,,report,"발표하다,보도하다",1,동사,1473,25943,[ripɔ́:rt],I report our class news to my teacher.,저는 선생님께 우리 반 소식을 발표해요.,TRUE,,,
중등교과서,5873,중등,,report,보고서,2,명사,14308,17534,[ripɔ́:rt],Lily writes a report in class.,릴리가 수업에서 보고서를 작성해요.,TRUE,,,
중등교과서,5874,중등,,reporter,기자,2,명사,617,974,[ripɔ́:rtər],The reporter tells happy news at school.,기자가 학교에서 즐거운 소식을 전해요.,FALSE,,,
중등교과서,5875,중등,,representative,대표,2,명사,910,1450,[rèprizéntətiv],The class representative speaks for us.,반의 대표가 우리를 위해 말해요.,FALSE,,,
중등교과서,5876,중등,,representative,"직원,외판원",2,명사,5833,22229,[rèprizéntətiv],The representative helps a customer in the store.,직원이 가게에서 고객을 도와주고 있어요.,FALSE,,,
중등교과서,5877,중등,,representative,담당자,2,명사,7853,20579,[rèprizéntətiv],The representative helps us at school.,담당자가 학교에서 우리를 도와요.,FALSE,,,
중등교과서,5878,중등,,representative,"국회의원,(미국) 하원의원",2,명사,10536,26125,[rèprizéntətiv],Our representative listens to every voice.,우리 국회의원은 모든 사람의 목소리를 들어요.,FALSE,,,
중등교과서,5879,중등,,representative,대표하는,3,형용사,2654,30909,[rèprizéntətiv],My representative drawing shows many colors.,내 대표 그림은 많은 색을 보여요.,FALSE,,,
중등교과서,5880,중등,,reproduction,복제(품),2,명사,2959,20133,[ri:prədʌ́kʃən],The museum has a reproduction of a famous painting.,박물관에는 유명한 그림의 복제품이 있어요.,FALSE,,,
중등교과서,5881,중등,,reproduction,"생식,번식",2,명사,12170,16422,[rì:prədʌ́kʃən],Animals use reproduction to have baby animals.,동물들이 번식을 통해 아기 동물을 만들어요.,FALSE,,,
중등교과서,5882,중등,,republic,공화국,2,명사,388,619,[ripʌ́blik],A republic is a country ruled by its people.,공화국은 국민이 다스리는 나라예요.,FALSE,,,
중등교과서,5883,중등,,requirement,"필요한 것,(학교에서의)필수 수업",2,명사,8286,6212,[rikwáiərmənt],A requirement is a class we must take.,필요한 것은 꼭 들어야 하는 수업이에요.,FALSE,,,
중등교과서,5884,중등,,requirement,"요구량,요구사항",2,명사,8286,30946,[rikwáiərmənt],There is one requirement for our art project.,우리 미술 프로젝트에는 한 가지 요구사항이 있어요.,FALSE,,,
