fill_in_blank_quiz,korean_translation,answer,hint_eng,hint_kor
The ___ collects wild berries.,그 [[채집자]]는 베리를 모았어요.,picker,This person collects things like fruit.,이 사람은 과일과 같은 것을 모아요.
I ___ a beautiful scene.,나는 아름다운 장면을 [[상상]]해요.,picture,You create a mental image in your mind.,마음속에서 모양을 상상해봐요.
I saw a ___ on the wall.,나는 벽에 걸린 [[사진]]을 봤어요.,picture,It is something you take with a camera.,카메라로 찍은 모습을 말해요.
She drew a ___ in art class.,그녀는 미술 수업에서 [[그림]]을 그렸어요.,picture,It is something you see on a wall.,벽에 걸어 둔 그것이에요.
I see a ___.,저는 [[상황]]을 봐요.,picture,It is something you can hang on a wall.,벽에 걸 수 있는 물건이에요.
The gallery displays a ___.,갤러리에서 [[작품]]을 전시해요.,piece,It is one part of a whole item.,전체에서 하나의 부분을 뜻해요.
I want a ___ of cake.,나는 케이크의 [[조각]]을 원해요.,piece,It is a part of a whole.,전체의 한 부분을 의미해요.
May I have one ___?,저에게 [[한 개]] 주세요.,piece,It is a part of a whole.,전체의 일부예요.
A ___ lives on the farm.,한 [[돼지]]는 농장에 살아요.,pig,This farm animal makes an 'oink' sound.,농장에 사는 이 동물은 '꿀꿀' 소리를 내요.
I saw a ___ near the park.,나는 공원 근처에서 [[비둘기]]를 봤어요.,pigeon,This is a bird you can see in cities.,도시에서 볼 수 있는 새에요.
I placed my head on a ___.,나는 머리를 [[베개]]에 뒀어요.,pillow,It is soft and you sleep on it.,부드러워서 자는 데 사용해요.
The ___ controls the plane.,비행기를 조종하는 [[조종사]]이다.,pilot,This person flies an airplane.,비행기를 조종하는 사람이에요.
I ___ for home.,나는 집을 [[갈망]]해요.,pine,You feel this when you really miss home.,집이 매우 그리울 때의 느낌이에요.
Mary planted a ___ tree.,메리는 [[소나무]]를 심었어요.,pine,It is a tree often found in woods.,숲에서 자주 볼 수 있는 나무예요.
The squirrel found a ______ on the ground.,다람쥐가 땅에서 [[솔방울]]을 발견했어요.,pine cone,It is the hard object that falls from tall green trees.,높은 녹색 나무에서 떨어지는 단단한 물건이에요.
This ____ is in the forest.,이 숲에는 [[소나무]]가 있어요.,pine tree,"It is a tree with long, pointy leaves.",길고 뾰족한 잎을 가진 나무예요.
The ___ resets all bowling pins.,이 기계는 볼링 핀을 다시 세우는 [[핀세터]]이다.,pinsetter,It is a machine that sets bowling pins.,볼링 경기에서 핀을 세워주는 기계예요.
They fell into the ___.,그들은 [[구덩이]]에 빠졌어요.,pit,This is a deep hole in the ground.,땅에 깊이 파인 구멍이에요.
The car stopped at the ___.,자동차가 [[피트]]에 멈췄어요.,pit,It is a place in a car race for fixing cars.,자동차 경주 중에 차를 고치는 곳이에요.
He will ___ the ball.,그는 공을 [[던지]]어요.,pitch,"In baseball, you do this to start a play.",야구에서 경기를 시작할 때 하는 행동이에요.
The singer sang a high ___.,가수는 높은 [[음정]]으로 노래했어요.,pitch,It tells us how high or low a sound is.,소리가 높거나 낮은 정도를 알려줘요.
The salesman gave a ___.,판매원이 [[권유]]를 했어요.,pitch,It is a short talk to make someone agree.,누군가를 설득하려고 하는 짧은 발표예요.
The roof ___ is at the highest point.,지붕의 [[정점]]은 가장 높아요.,pitch,It is the top part of a roof.,지붕의 가장 높은 부분이에요.
The ___ threw the ball.,야구에서 [[투수]]가 공을 던졌어요.,pitcher,This player throws the ball in baseball.,야구에서 공을 던지는 선수예요.
She poured water from the ___.,그녀는 물을 [[주전자]]으로 부었어요.,pitcher,You use this for pouring water.,물을 따를 때 사용하는 용기예요.
I will ___ the cup.,나는 컵을 [[놓]]아요.,place,It means to put something somewhere.,무언가를 어딘가에 놓는다는 뜻이에요.
We visited a quiet ______.,우리는 조용한 [[위치]]를 방문했어요.,place,It is a spot you can go to.,사람들이 가는 곳이에요.
Tiny fish eat ______.,작은 물고기들이 [[플랑크톤]]을 먹어요.,plankton,They are very small organisms living in water.,물에 사는 아주 작은 생물들이에요.
This bottle is made of ______.,이 병은 [[플라스틱]]으로 만들어졌어요.,plastic,It is a material used in many items.,많은 물건을 만드는 데 쓰는 재료예요.
This toy is ___ and fun.,이 장난감은 [[유연한]]하고 재미있어요.,plastic,It is a material that bends easily.,깨지지 않고 쉽게 구부러지는 재질이에요.
Children ___ in the sunny park.,아이들이 햇살 가득한 공원에서 [[놀]]아요.,play,How do you have fun with friends?,친구들과 즐겁게 놀 때의 행동이에요.
Kids ___ soccer outside.,아이들이 밖에서 [[놀다]]해요.,play,"It means to do something fun, like a game or sport.",게임이나 운동 같이 재미있는 일을 해요.
The actor ___ King.,배우가 왕 [[역할]]을 했다.,play,An actor takes on a role in a film.,배우가 영화에서 다른 인물로 나타나는 것을 말해요.
The cinema ___ the movie.,영화관은 영화[[상영]]했어요.,play,The theater shows a movie on screen.,영화관이 영화를 시작할 때 하는 행동이에요.
She ___ the guitar.,그녀는 기타를 [[연주]]해요.,play,What do you do to make music with an instrument?,악기를 사용해 음악을 만들 때 쓰는 단어예요.
They ___ soccer at school.,그들은 학교에서 [[운동]]해요.,play,It means to take part in a game or sport.,게임이나 운동에 참여하는 것을 뜻해요.
I saw a ___ yesterday.,어제 나는 [[연극]]을 봤어요.,play,You see actors perform on stage.,무대에서 배우들이 공연하는 것을 봐요.
He ___ in the movie.,그는 영화에서 [[역할]]해요.,play a role,You act as part of a movie.,영화에서 맡은 부분을 하는 거예요.
The ___ scored the winning goal.,그 [[선수]]가 결승골을 넣었어요.,player,This person plays in a team game.,이 사람은 팀 경기에서 뛰어요.
Kids play at the ______.,아이들은 [[운동장]]에서 놀아요.,playground,It's the place where children run and play.,어린이들이 뛰어노는 곳이에요.
Kids play at the ___.,아이들이 [[놀이터]]에서 놀아요.,playground,It is a place where children play outside.,어린이들이 밖에서 노는 곳이에요.
The movie ___ the crowd.,영화가 관객들을 [[기쁘게]] 해요.,please,You use it when you want to make someone happy.,누군가의 기분을 좋게 할 때 쓰는 단어예요.
"___, can I have water?","[[부디]], 물 좀 주세요.",please,This is used to make a polite request.,누군가에게 부탁할 때 정중하게 쓰는 말이에요.
He was ___ with the gift.,그는 선물에 [[기쁜]]했어요.,pleased,How do you feel when someone gives a kind gift?,누군가가 좋은 선물을 주면 기분이 어때요?
The song is ___.,노래는 [[유쾌]]해요.,pleasing,It is used when something feels nice.,뭔가 기분 좋을 때 쓰는 말이에요.
The movie is ___.,영화는 [[만족스러운]].,pleasing,It describes something that makes you feel happy.,보고 기분이 좋아지는 것을 말해요.
She finds ___ in art.,그녀는 예술에서 [[즐거움]]을 찾아요.,pleasure,It shows the feeling you get when enjoying something.,무언가를 즐길 때 느끼는 기분이에요.
There is ___ food on the table.,"식탁 위에 [[충분한,많은]] 음식이 있어요.",plenty of,It means having more than enough.,필요 이상으로 많은 것을 의미해요.
I keep ___ in my wallet.,나는 지갑에 [[용돈]]을 넣어요.,pocket money,This is money given by parents for small expenses.,부모님이 주시는 작은 필요한 돈이에요.
I read ___ in class.,나는 수업 시간에 [[시]]를 읽어요.,poetry,It is a kind of art made with words.,단어로 만든 예술이에요.
Can you ___ at the cat?,고양이를 [[가리키]]어요?,point,Use your finger to show something.,무엇인가를 보여줄 때 손가락을 사용해요.
She made the ___ clear.,그녀는 [[요점]]을 분명하게 했어요.,point,It means the most important idea.,가장 중요한 생각이에요.
He lost a ___ in the game.,그는 경기에서 [[점수]]를 잃었어요.,point,It is what you earn in a game.,게임에서 얻는 것을 의미해요.
Mark the ___ on the map.,지도에서 [[지점]]을 찾으세요.,point,It shows a location on a map.,지도에서 위치를 나타내요.
He will ___ the bird.,그가 새를 [[가리키]]해요.,point at,"When you want to show something, you use your finger.",누군가에게 무언가를 보여줄 때 손가락을 사용해요.
She will ___ the problem.,그녀는 문제를 [[지적]]할 거예요.,point out,How do you say to mention something important?,중요한 것을 말하는 뜻이에요.
They ___ him for the mistake.,사람들이 그를 실수 때문에 [[비난]]해요.,point the finger at,It means to blame someone for a mistake.,누군가에게 잘못을 떠넘기는 의미예요.
The pencil is ___.,연필은 끝이 [[뾰족]]해요.,pointy,It means something has a sharp tip.,어떤 것이 날카로운 끝이 있다는 뜻이에요.
You ___ the balloon with a stick.,너는 막대기로 풍선을 [[찌르다]].,poke,You use your finger to gently push something.,손가락으로 살짝 밀어보는 행동이에요.
A ___ lives in icy lands.,이 동물은 차가운 곳에 사는 [[북극곰]]이에요.,polar bear,It is a large white animal from a cold place.,이 동물은 추운 곳에서 살며 하얀 털이 있어요.
The ___ help to keep order.,우리 동네에 [[경찰]]이 있어요.,police,They work in uniform to keep people safe.,이들은 제복을 입고 사람들을 안전하게 해요.
A ___ protected the busy street.,한 [[경찰관]] 이 분주한 길을 지켰어요.,police officer,This person wears a uniform and protects the community.,이 사람은 제복을 입고 모두를 보호해요.
I visited the ___.,나는 [[경찰서]]에 갔어요.,police station,This is a building where officers help people.,경찰관들이 사람들을 도와주는 건물이예요.
I ___ my shoes.,나는 내 신발을 [[다듬다]]했어요.,polish,You clean and make things shine.,물건을 깨끗하게 하고 빛나게 만들어요.
I will ___ my shoes.,나는 신발을 [[윤을]] 내요.,polish,"When you make your shoes look neat and shiny, you do this.",신발을 깨끗하고 반짝이게 만들 때 쓰는 단어예요.
The ___ makes your car shine.,이것은 자동차를 빛나게 하는 [[광택제]]예요.,polish,You use this to make things shine.,이것을 사용하면 물건이 반짝여요.
Bees collect ___ from flowers.,벌들이 꽃에서 [[꽃가루]]를 모아요.,pollen,Bees collect this from flowers.,벌들이 꽃에서 모으는 것이에요.
Bees do ___ in nature.,벌들은 자연에서 [[수분]]해요.,pollination,What do bees do to help plants make seeds?,벌들이 식물이 씨앗을 만들게 어떻게 도와요?
______ harms our air and water.,______는 우리 공기와 물을 [[오염]]시켜요.,pollution,It happens when the air and water are made dirty.,공기와 물이 더러워질 때의 현상을 말해요.
The duck swims in the ___.,오리가 [[연못]]에서 헤엄쳐요.,pond,A small water area for ducks to swim.,오리들이 헤엄칠 수 있는 작은 물이에요.
Her ___ swings when she walks.,그녀의 머리카락은 [[말총머리]]예요.,ponytail,It is a hairstyle where you tie your hair at the back.,머리를 뒤로 묶은 헤어스타일이에요.
The baby will ___ soon.,아기는 곧 [[배변]]해요.,poop,It means to go to the toilet and let waste out.,화장실에 가서 몸의 찌꺼기를 내보내는 것이에요.
The baby made ___.,아기가 [[똥]]을 만들었어요.,poop,It is waste you flush from your body.,몸에서 나온 찌꺼기를 화장실에 버리는 거예요.
The ___ family needs help.,그 가족은 [[가난한]] 도움을 필요로 해요.,poor,This word describes someone who has very little money.,이 단어는 돈이 거의 없는 사람을 묘사해요.
The meal was ___.,식사는 [[좋지 않은]] 맛이었어요.,poor,It means not having much money.,돈이 별로 없는 것을 의미해요.
His work is ___.,그의 일은 [[형편없는]].,poor,It is used when something is not very good.,무언가가 아주 좋지 않을 때 사용하는 말이에요.
The funds are ___.,자금이 [[불충분한]]예요.,poor,It means not enough or of low quality.,불충분하거나 상태가 좋지 않을 때 쓰는 말이에요.
The ___ family needs help.,그 [[불쌍]]한 가족은 도움을 원해요.,poor,It shows someone you feel sorry for.,누군가에게 안타까움을 느낄 때 사용하는 말이에요.
He draws in a ____ way.,그는 그림을 [[서투른]] 방식으로 그려요.,poor,It means not doing something well.,어떤 것을 잘 못할 때 사용하는 뜻이에요.
The food was ___.,음식은 [[나쁜]]이었어요.,poor,It describes something that is not good in quality.,좋지 않거나 나쁜 상태를 설명해요.
The meal was ___.,식사는 [[보잘것없는]] 맛이었어요.,poor,What do you call something with low quality?,낮은 품질일 때 쓰는 말이에요?
The gallery showed ___ in New York.,갤러리에서 [[대중 미술]] 전시했어요.,pop art,"It shows bright, everyday images.",밝고 평범한 사물을 그린 미술이에요.
I love listening to ______.,나는 [[대중음악]]을 좋아해요.,pop music,It is a popular genre played on the radio.,라디오에서 자주 들리는 인기있는 음악이에요.
My browser opened a ___.,브라우저가 [[팝업]] 창을 열었어요.,pop-up,It is a small window that appears suddenly.,갑자기 나타나는 작은 창이에요.
I snack on ___ at movies.,나는 영화관에서 [[팝콘]] 먹어요.,popcorn,A crunchy snack you eat at the cinema.,영화관에서 즐겨 먹는 바삭한 간식이에요.
I eat ___ on hot days.,나는 더운 날에 [[아이스 캔디]]를 먹어요.,popsicle,It is a cold dessert you enjoy in summer.,여름에 먹는 차가운 간식이에요.
The town's ___ is growing.,마을의 [[인구]]가 늘고 있어요.,population,It shows how many people live in an area.,어떤 곳에 사는 사람들의 수를 나타내는 말이에요.
The city's ______ is growing.,도시의 [[개체수]]가 증가하고 있어요.,population,It shows how many people live in a city.,많은 사람이 사는 수를 나타내요.
I ate ___ for breakfast.,나는 아침식사로 [[죽]]을 먹었어요.,porridge,"It is a warm, soft breakfast food made from grains.",곡물로 만들어진 따뜻하고 부드러운 아침 음식이에요.
She will ___ for the photo.,그녀는 사진을 위해 [[자세를 취하다]]했어요.,pose,You hold your body in a special way for a picture.,사진 찍을 때 몸을 특별한 모양으로 유지해요.
The new act ___ a problem.,새로운 행동이 [[문제]]를 제기했어요.,pose,This word means to bring up a problem or idea.,어떤 문제나 생각을 제기할 때 쓰는 단어예요.
The model made a ___.,모델은 멋진 [[자세]]를 가졌어요.,pose,It is how you hold your body for a photo.,사진 찍을 때 몸을 어떻게 쓰는지 말해요.
The teacher will ___ desks carefully.,선생님은 책상을 [[배치]]했어요.,position,It means to arrange items in a specific place.,물건들을 특정한 곳에 놓는 것을 말해요.
The store is at this ___.,가게는 이 [[위치]]에 있어요.,position,It tells where something is.,어디에 있는지 알려줘요.
He took a ___ in debate.,그는 토론에서 [[입장]]을 가졌어요.,position,It means your view in a discussion.,토론에서 자신의 생각을 나타내는 단어에요.
He held the ___ in the company.,그는 회사에서 [[지위]]를 맡았어요.,position,It shows where you stand at work.,회사에서 당신이 어떤 위치인지 알려줘요.
He maintained a straight ___.,그는 똑바른 [[자세]]를 유지했어요.,position,It explains how your body is arranged.,몸이 어떻게 놓여 있는지를 설명해요.
He got a new ___.,그는 새로운 [[일자리]]를 얻었어요.,position,It is the job you do at a company.,회사에서 하는 일이에요.
She showed a ___ attitude.,그녀는 [[긍정]] 태도를 보였어요.,positive,It means you see things in a good way.,좋은 쪽으로 생각하는 것을 뜻해요.
There is ___ in this plan.,이 계획에는 [[가능성]]이 있어요.,possibility,It means something can happen.,어떤 일이 일어날 수 있다는 뜻이에요.
I went to the ___ to send mail.,나는 편지를 보내러 [[우체국]]에 갔어요.,post office,It is where you send letters.,편지를 보내는 곳이에요.
Please enter your ______ on the form.,양식에 [[우편번호]]를 입력하세요.,postal code,It tells the area to deliver mail.,편지를 배달할 지역을 알려줘요.
She shared a ______ online.,그녀는 온라인에 [[포스팅]] 했어요.,posting,It is something you write on a website to share news.,인터넷에 소식을 전할 때 쓰는 글이에요.
I eat a ____ for dinner.,나는 저녁에 [[감자]]를 먹어요.,potato,It is a food vegetable grown underground.,땅에서 자라며 음식을 만드는 채소예요.
They organized a ___ this weekend.,그들은 이번 주말에 [[음식준비를 분담한 파티]]를 열었어요.,potluck,A party where everyone brings food.,모두가 음식을 가져오는 모임이에요.
The ______ makes clay pots.,그 사람은 찰흙을 빚어 [[도공]] 도자기를 만들어요.,potter,This person shapes clay into pots.,이 사람은 찰흙을 빚어 도자기를 만들어요.
The shop sold beautiful ___ today.,가게에서 예쁜 [[도자기]]을 샀어요.,pottery,It is made from clay and fired for art and use.,점토로 만들어서 굽는 물건이에요.
He ___ the computer.,그는 컴퓨터에 [[전력]]을 공급해요.,power,It starts with 'p'!,p로 시작하는 단어예요!
They ___ the fan.,그들은 선풍기에 [[동력]]을 공급해요.,power,You supply energy to make a device work.,기계를 작동시키기 위해 에너지를 주는 행동이에요.
The king has ___ over land.,왕은 땅에 대한 [[권력]]을 가지고 있어요.,power,A king uses it to control his country.,왕이 나라를 다스리는 능력이에요.
The battery gives ____ to the car.,배터리가 자동차에 [[힘]]을 줘요.,power,"It is the ability to work, move, or act.",물건이나 사람이 움직이거나 작동할 수 있는 능력이에요.
The storm is _______.,폭풍은 [[강력한]].,powerful,It means having a lot of strength.,많은 힘을 가지고 있어요.
The leader is ______.,그 지도자는 [[영향력]] 있어요.,powerful,It means having a lot of strength or control.,많은 힘이나 통제력을 가진 것을 의미해요.
The wind blew ______ in the storm.,폭풍 속에 바람이 [[강력하게]] 불었어요.,powerfully,It means doing something with strong force.,무언가를 강한 힘으로 하는 거예요.
They ___ him for his work.,그들은 친구를 [[높이 평가]]했어요.,praise,You show approval by speaking kind words.,친절한 말을 하여 칭찬하는 거예요.
The ring is ____.,반지는 [[귀중한]]해요.,precious,It means something very valuable and loved.,매우 소중하고 사랑받는 것을 의미해요.
The ring is ______.,반지는 [[귀중]] 보석이에요.,precious,It describes something valuable and special.,특별하고 값진 것을 말해요.
I ___ tomorrow's weather.,나는 내일 날씨를 [[예측]]해요.,predict,You try to guess what will happen next.,다음에 무슨 일이 일어날지 미리 말해요.
They ___ the news.,그들은 뉴스에 [[나타내]].,present,It means to show something clearly.,어떤 것을 뚜렷하게 보여주는 뜻이에요.
He will ___ his art.,그는 그의 미술을 [[보여주]]해요.,present,You show something to others.,다른 사람에게 어떤 것을 보여줘요.
Please ___ your work now.,지금 네 과제를 [[제시]]해.,present,You show your work to someone.,누군가에게 네 과제를 보여주는 행동이에요.
They ___ a movie today.,그들은 오늘 [[상영]]했어요.,present,You use this when a film is shown.,영화가 상영될 때 쓰는 말이에요.
She will ___ her project.,그녀는 프로젝트를 [[제출]]해요.,present,You give your work to the teacher.,숙제를 선생님께 내요.
I got a ___ for my birthday.,나는 생일에 [[선물]] 받았어요.,present,It is a gift you receive on your birthday.,생일에 받는 선물이에요.
They are ___ at the meeting.,그들은 모임에 [[참석]]해요.,present,It describes someone who is here at an event.,누군가가 행사에 있다는 뜻이에요.
She gave a ___ at school.,그녀는 학교에서 [[발표]]했어요.,presentation,This is a talk you give to an audience.,이것은 청중 앞에서 하는 이야기예요.
People ___ nature for future.,사람들은 미래를 위해 [[보존]]해요.,preserve,You protect old things to keep them.,옛것들을 안전하게 지키려고 하는 거예요.
The ___ speaks to the nation.,그 [[대통령]]은 국민에게 말해요.,president,Who leads a country?,누가 나라를 이끄는지 생각해 보세요?
The ___ leads our club.,우리 클럽의 [[회장]]이에요.,president,This person is the leader of a club.,이 사람은 클럽을 이끄는 사람이에요.
The ___ runs the college.,대학의 [[총장]]이 운영해요.,president,This is the head of a college.,대학을 이끄는 사람이에요.
The tire has ___ inside.,타이어 안에 [[압력]]이 있어요.,pressure,It is the force that pushes or squeezes things.,물건을 밀거나 눌러요.
I feel ___ before an exam.,나는 시험 전에 [[압박]]을 느껴요.,pressure,You feel this when you have many tasks to do.,할 일이 많을 때 느끼는 감정이에요.
The girl is ___.,소녀는 [[예쁜]]이에요.,pretty,It describes something visually attractive.,보기 좋은 것을 묘사해요.
She sings ___ well.,그녀는 노래를 [[아주]] 잘 불러요.,pretty,"It means 'very', showing a high degree.",무언가가 매우 좋다는 뜻이에요.
I ate a ___ for snack.,나는 간식으로 [[프레첼]]을 먹었어요.,pretzel,This snack is twisty and salty.,이 간식은 꼬여 있고 짠 맛이에요.
I will ___ the lesson tonight.,나는 오늘 밤 수업 전에 [[예습]]했어요.,preview,It means to study before a lesson.,수업 전에 공부하는 것을 말해요.
I watched a ___ of the movie.,나는 영화의 [[미리 보기]]를 봤어요.,preview,It is a short look before something starts.,무언가 시작되기 전에 잠깐 보여주는 거예요.
Watch the ___ before the movie.,영화의 [[시사회]]를 봤어요.,preview,It is like a sneak peek of a film before its release.,정식 개봉 전에 영화의 첫 모습을 보는 것이에요.
The ring is ______.,반지는 [[대단히 소중한]]이에요.,priceless,It is so valuable that you cannot buy it.,돈으로 살 수 없을 만큼 소중해요.
The ___ lives in the palace.,그 [[왕자]]는 궁에 살아요.,prince,He is a king's son.,그는 왕의 아들이에요.
The ___ is a royal daughter.,그 [[공주]]는 왕실의 딸이에요.,princess,She is the daughter of a king or queen.,그녀는 왕이나 여왕의 딸이에요.
The ___ runs our school.,우리 학교의 [[교장]]이 계세요.,principal,He is in charge of the school.,학교를 관리하는 분이에요.
He repaid the ____ to the bank.,그는 은행에 [[원금]]을 갚았어요.,principal,It is the main sum of money you start with.,처음 빌린 돈의 주된 합계예요.
The ___ leads our school.,우리 학교의 [[주역]]이 학교를 이끈다.,principal,The one who leads a school.,학교를 이끄는 사람이 누구인지 설명해요.
Our ___ concern is safety.,우리의 [[주요한]] 관심사는 안전이에요.,principal,It means the most important one.,가장 중요한 것을 뜻해요.
Please ___ the file.,파일을 [[인쇄]]해 주세요.,print,It means to make a hard copy from a computer.,컴퓨터에서 문서를 종이로 만드는 거예요.
This shirt shows a ___.,이 셔츠는 [[무늬]]가 있어요.,print,It is a design on a t-shirt.,티셔츠에 있는 모양이에요.
She bought a ___ from the gallery.,그녀는 갤러리에서 [[판화]]를 샀어요.,print,It is a piece of art made with ink and paper.,종이에 잉크로 만든 예술 작품이에요.
Please ___ the document.,문서를 [[인쇄]]해 주세요.,print out,Use a computer to make a paper copy.,컴퓨터로 종이 사본을 만들어요.
I use a ___ every day.,나는 매일 [[인쇄업자]]를 사용해요.,printer,Rearrange these letters!: R I P T N E R,다음 글자들을 재배열 해보세요!: R I P T N E R
I have a ___ with math.,나는 수학에 [[문제]]가 있어요.,problem,It is something you need to solve.,해결해야 하는 일이에요.
I bought a ___ at the shop.,나는 상점에서 [[제품]]을 샀어요.,product,It is something a company sells.,회사에서 파는 물건이에요.
The factory increases ___ every day.,공장은 매일 [[생산]]을 늘려요.,production,It is the process where items are made.,물건들이 만들어지는 과정을 뜻해요.
The film ___ was a hit.,그 영화의 [[제작]]이 성공적이었어요.,production,It is the process of making movies or TV shows.,영화나 TV 프로그램을 만드는 과정이에요.
The land is ___.,땅은 [[비옥한]].,productive,It describes soil that gives many crops.,많은 작물을 기를 수 있는 땅을 설명하는 단어예요.
She is very ________ at work.,그녀는 매우 [[생산적]]이에요.,productive,It describes someone who works well and achieves many results.,일을 잘 해서 많은 결과를 얻는 사람을 뜻해요.
A ___ works at a university.,한 [[교수]]가 대학교에서 일해요.,professor,This is a teacher in higher education.,대학에서 가르치는 사람이에요.
I use a ___ on my laptop.,난 내 노트북에 [[프로그램]]을 사용해요.,program,It tells a computer what to do.,컴퓨터에게 할 일을 알려줘요.
The ______ builds software.,그는 [[프로그램 작성자]]예요.,programmer,This person writes computer code.,컴퓨터 코드를 작성하는 사람이에요.
The teacher will ___ the video.,선생님은 비디오를 [[보여주]]어요.,project,It is used when a computer shows a video.,컴퓨터가 영상을 보여줄 때 쓰는 동사예요.
The light ___ on the wall.,빛이 [[투사]] 벽에 그림을 보여요.,project,It means to show an image using light.,빛을 사용해 그림을 보여주는 뜻이에요.
Engineers ___ the rocket.,엔지니어들이 로켓을 [[발사]]했어요.,project,This word is used when launching a rocket.,이 단어는 로켓을 발사할 때 사용해요.
We begin the ___ now.,우리는 지금 [[계획]]를 시작해요.,project,It is a plan for doing work.,일을 하기 위한 계획이에요.
I work on a ___.,나는 [[과제]]를 해요.,project,It is a task you do at school.,학교에서 하는 일을 말해요.
Our future looks ___.,우리의 미래는 [[유망한]].,promising,It shows a good beginning.,좋은 시작을 보여주는 뜻이에요.
She did it ___.,그녀는 그것을 [[적당하게]] 해요.,properly,This means doing things in the right way.,옳은 방식으로 행하는 것을 말해요.
She cooks ______ each time.,그녀는 매번 [[제대로]] 요리해요.,properly,It means doing things in the right way.,옳은 방법으로 일을 해요.
He needs ___ in his meal.,그는 식사에 [[단백질]]이 필요해요.,protein,It helps your body grow and stay strong.,몸이 크고 튼튼해지도록 도와줘요.
She quoted a famous ___.,그녀는 유명한 [[속담]]을 인용했어요.,proverb,This is a short saying that teaches a lesson.,교훈을 주는 짧은 말이에요.
I travel by ___ every day.,나는 매일 [[대중교통]] 타요.,public transportation,It is a way many people travel.,많은 사람들이 함께 이동하는 방법이에요.
She bought the __ yesterday.,그녀는 어제 [[출판]]을 샀어요.,publication,"It is a printed work you read, like a magazine.",잡지처럼 읽는 인쇄된 자료예요.
The author will ___ a new book.,저자는 새 책을 [[출판]]했어요.,publish,You make a new book available for readers.,책을 독자들에게 공개하는 행동이에요.
The ___ printed many books.,그 [[출판사]]가 많은 책을 냈어요.,publisher,They help bring books to readers.,읽는 사람들에게 책을 전달해 줘요.
Criticism can ___ her confidence.,비판은 그녀의 자신감을 [[좌절]]시켰어요.,pull down,It describes lowering someone's confidence.,사람의 자신감을 떨어트린다는 뜻이에요.
He will ___ the window shade.,그는 창문 가리개를 [[끌어 내리]]했어요.,pull down,"When you want to lower a window or curtain, you do this action.",창문이나 커튼을 낮추고 싶을 때 쓰는 말이에요.
Workers will ____ the building soon.,작업자들이 곧 오래된 건물을 [[허물]]어요.,pull down,It is used when demolishing an old building.,낡은 건물을 부수는 때 쓰는 말이에요.
Workers ____ the old building.,노동자들이 오래된 건물을 [[무너뜨리다]]했어요.,pull down,This phrase means to demolish a structure.,이 말은 건물을 무너뜨리는 행동을 말해요.
She will ___ the plug.,그녀는 플러그를 [[뽑]]어요.,pull out,It means to remove something by tugging.,당겨서 무언가를 빼내는 뜻이에요.
She ___ a toy from the bag.,그녀는 가방에서 [[꺼내]] 장난감을 꺼냈어요.,pull out,It means to remove something from somewhere.,어디서 무언가를 꺼낼 때 쓰는 말이에요.
Driver must ___ at roadside.,운전자는 도로 옆에 [[한쪽에 대다]]요.,pull over,"When police signal, you move your car aside.",경찰이 신호하면 차를 옆으로 옮겨요.
Coach ___ players before match.,감독은 경기 전 선수들을 [[퍼 올리다]].,pump up,A coach makes his team feel excited.,감독이 선수들을 열심히 하도록 격려해요.
He will ___ the tire before riding.,그는 자전거 바퀴에 [[주입]]했어요.,pump up,It is used to fill a tire with air.,타이어에 공기를 넣을 때 하는 행동이에요.
The coach will ___ the team.,코치는 팀을 [[강화]]했어요.,pump up,It means to make someone feel excited and energetic.,사람들을 신나고 에너지 넘치게 만들어요.
I baked a ___ for Thanksgiving.,나는 추수감사절에 [[호박]]을 구웠어요.,pumpkin,It is orange and used for carving at Halloween.,할로윈에 조각하는 주황색 채소예요.
He will ___ the bag.,그는 백을 주먹으로 [[치]]었어요.,punch,It means to hit with your fist.,주먹으로 누군가를 칠 때 하는 행동이에요.
He used a ___ on paper.,그는 종이에 [[구멍 뚫는 기구]]를 사용해요.,punch,You use this tool to make a hole.,이 도구는 구멍을 내기 위해 사용해요.
The child played with his ______.,어린이는 그의 [[인형]]과 놀았어요.,puppet,It is a toy controlled by strings.,끈으로 조종하는 장난감이에요.
A ___ loves to play.,작고 귀여운 [[강아지]]가 놀아요.,puppy,"It is a small, cute dog in early age.",어리고 귀여운 개예요.
She opened her ___ quickly.,그녀는 (여성용) [[지갑]]을 빨리 열었어요.,purse,It is a small bag for holding money.,돈을 보관하는 작은 가방이에요.
The police ___ the thief.,경찰이 도둑을 [[뒤쫓]]고 있어요.,pursue,You follow someone to try catching them.,누군가를 잡으려고 따라가는 행동이에요.
Scientists ___ a study.,과학자들은 연구를 [[수행]]해요.,pursue,You work hard to reach a goal.,목표에 도달하기 위해 열심히 노력해요.
She will ___ her dream.,그녀는 꿈을 [[추구]]해요.,pursue,"When you try to achieve a goal, you do this.",목표를 이루기 위해 노력할 때 하는 행동이에요.
Please ___ the button.,버튼을 [[누르다]],push,You use this action to move something away with your hand.,손으로 무언가를 밀어내는 행동이에요.
Please ___ me to study.,제발 나에게 공부하도록 [[밀어]]주세요.,push,How do you make someone try harder?,어떻게 하면 누군가가 더 열심히 하도록 할 수 있을까요?
I ___ the door.,나는 문을 [[밀]]어요.,push,You use your hand to move an object away.,손으로 물건을 멀리 움직일 때 하는 행동이에요.
